time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
1.467645096731154120e-01,3.242736438605693383e-01,6.862843888774119439e-01,3.842275288059405214e-01,1.554881375948497402e+00,5.955121062491998130e-01,-2.612374167014209103e+00,-5.237122681265129476e-01,-6.520373302256839976e-01,-1.035363537772426845e+00,1.689393132704855582e-01,-2.025250235917546160e+00,-1.637983265847623660e+00,3.921417062937944120e-01,-2.300936734181296295e+00,-1.405716626818769743e+00,-1.188197570891400101e+00,-8.988547936247059944e-01,-4.513656954633518126e+00
1.534356237491661112e-01,3.207885475510852680e-01,6.818836126094608430e-01,3.772894257216584113e-01,1.555982063967777274e+00,5.819820150915032686e-01,-2.623401748353150875e+00,-5.211314375410920352e-01,-6.672793348790347912e-01,-1.044648921781148765e+00,1.610640388233597897e-01,-2.030983253980968684e+00,-1.668080766027687289e+00,3.815000719637082760e-01,-2.268504505721697928e+00,-1.377974641124167121e+00,-1.172832339555652359e+00,-8.198527513733185890e-01,-4.509291698288850014e+00
1.601067378252168105e-01,3.173204274162965133e-01,6.773818818234617067e-01,3.702899990559189725e-01,1.557030556026518298e+00,5.684154384847326380e-01,-2.634630003870626958e+00,-5.186234147689334772e-01,-6.823027545756056300e-01,-1.053747905168963994e+00,1.532908119961604032e-01,-2.036188248726492400e+00,-1.698143504679481053e+00,3.703153701334715997e-01,-2.235406580109353225e+00,-1.349834830889270032e+00,-1.157604088456142266e+00,-7.405585647210120026e-01,-4.503235678140112164e+00
1.667778519012675098e-01,3.138687857275849202e-01,6.727806694653053476e-01,3.632305011112432758e-01,1.558027529830736224e+00,5.548159052035224192e-01,-2.646058664057354903e+00,-5.161917934195576763e-01,-6.971031809477994390e-01,-1.062657856354280783e+00,1.456187112754750990e-01,-2.040863374648182571e+00,-1.728160207896223710e+00,3.585964181828351638e-01,-2.201652757881152667e+00,-1.321303916768141073e+00,-1.142515099435603254e+00,-6.610032570278114861e-01,-4.495490620616503286e+00
1.734489659773182091e-01,3.104331009812179021e-01,6.680814776699800506e-01,3.561122015953119835e-01,1.558973656889368398e+00,5.411869556430148887e-01,-2.657687384238112127e+00,-5.138401073549625497e-01,-7.116762717023331630e-01,-1.071376188982370969e+00,1.380468004730399656e-01,-2.045006993531540029e+00,-1.758119615609335273e+00,3.463523102679155752e-01,-2.167253047068870231e+00,-1.292388736768049107e+00,-1.127567490309933307e+00,-5.812179488185515996e-01,-4.486058947667095786e+00
1.801200800533689084e-01,3.070128283030553740e-01,6.632858373161886201e-01,3.489363873166556607e-01,1.559869602420021151e+00,5.275321404339280429e-01,-2.669515744679515468e+00,-5.115718288587955964e-01,-7.260177519941630742e-01,-1.079900362701151417e+00,1.305741298171108622e-01,-2.048617675059885013e+00,-1.788010486221716100e+00,3.335924126296652137e-01,-2.132217660100848455e+00,-1.263096244115893274e+00,-1.112763215744759560e+00,-5.012338452424653923e-01,-4.474943774729011281e+00
1.867911941294196077e-01,3.036073998653651129e-01,6.583953075718688153e-01,3.417043618752188539e-01,1.560716025261971840e+00,5.138550190538536677e-01,-2.681543250728660066e+00,-5.093903668372392612e-01,-7.401234157795069102e-01,-1.088227883922614270e+00,1.231997370376642920e-01,-2.051694197336992431e+00,-1.817821601226479400e+00,3.203263587784430655e-01,-2.096557010632695839e+00,-1.233433505090977711e+00,-1.098104068228832997e+00,-4.210822235058776508e-01,-4.462148908398595459e+00
1.934623082054703069e-01,3.002162253155314930e-01,6.534114754307579487e-01,3.344174453478917508e-01,1.561513577796399543e+00,5.001591584353521913e-01,-2.693769332982519416e+00,-5.072990650524267231e-01,-7.539891271474876699e-01,-1.096356306569694627e+00,1.159226484447844485e-01,-2.054235547325811151e+00,-1.847541769809164514e+00,3.065640445569866035e-01,-2.060281710308008662e+00,-1.203407696824937645e+00,-1.083591679143246500e+00,-3.407944202831587610e-01,-4.447678843806943227e+00
2.001334222815210062e-01,2.968386922164388819e-01,6.483359552401476433e-01,3.270769739691088973e-01,1.562262905873770702e+00,4.864481315713982679e-01,-2.706193347487981349e+00,-5.053012003891925730e-01,-7.676108216299356579e-01,-1.104283232808349391e+00,1.087418799996006658e-01,-2.056240921203143390e+00,-1.877159833431459424e+00,2.923156230841119640e-01,-2.023402565450192370e+00,-1.173026105069643776e+00,-1.069227519925486147e+00,-2.604018191111100444e-01,-4.431538761701261819e+00
2.068045363575717055e-01,2.934741664983052112e-01,6.431703882199740763e-01,3.196842998066146690e-01,1.562964648748355501e+00,4.727255161187429167e-01,-2.718814575972401393e+00,-5.033999811559459747e-01,-7.809845074888994709e-01,-1.112006313764643650e+00,1.016564383771453861e-01,-2.057709724630188752e+00,-1.906664670394475181e+00,2.775914995815484954e-01,-1.985930573686449208e+00,-1.142296121933894293e+00,-1.055012903327205320e+00,-1.799358377719402213e-01,-4.413734525233687478e+00
