tau1,tau2,tau3,tau4,tau5,tau6
-5.336175945558352e-12,-2.842170943040401e-14,7.105427357601002e-15,2.4424906541753444e-14,0.0,-2.491062911502695e-15
-1.6999734953060397e-11,0.0,3.552713678800501e-15,-1.0036416142611415e-13,5.10702591327572e-15,1.1032841307212493e-15
-1.37639233344089e-10,2.842170943040401e-14,0.0,1.865174681370263e-14,8.060219158778636e-14,-2.5673907444456745e-15
1.0026468544310774e-10,-2.842170943040401e-14,7.105427357601002e-15,8.881784197001252e-15,8.903988657493755e-14,-2.4980018054066022e-15
-1.3709922086491133e-11,-2.842170943040401e-14,-7.105427357601002e-15,2.531308496145357e-14,1.3944401189291966e-13,-5.273559366969494e-16
1.9408119555919257e-10,5.684341886080802e-14,-7.105427357601002e-15,-4.6629367034256575e-14,-2.7422508708241367e-13,3.3584246494910985e-15
-1.042756991864735e-10,0.0,1.0658141036401503e-14,1.4210854715202004e-14,6.861178292183467e-14,3.885780586188048e-16
-8.547118568458245e-11,0.0,-3.552713678800501e-15,4.529709940470639e-14,2.26929586233382e-13,7.632783294297951e-17
-1.0732748023656313e-10,2.842170943040401e-14,7.105427357601002e-15,-2.6645352591003757e-15,-2.220446049250313e-15,-1.5959455978986625e-16
7.279510327862226e-11,0.0,0.0,-1.7763568394002505e-15,6.661338147750939e-16,-3.406996906818449e-15
-1.7255530337934033e-11,-5.684341886080802e-14,7.105427357601002e-15,8.881784197001252e-16,2.220446049250313e-16,-1.3183898417423734e-15
-6.549782938236604e-11,0.0,-3.552713678800501e-15,0.0,1.9984014443252818e-15,8.049116928532385e-16
4.2028602820209926e-11,-2.842170943040401e-14,0.0,-4.440892098500626e-16,-4.440892098500626e-16,-3.9065972678997696e-15
-3.062439191126032e-12,0.0,-3.552713678800501e-15,-2.220446049250313e-15,1.5543122344752192e-15,-8.81239525796218e-16
-6.004441388540727e-11,2.842170943040401e-14,3.552713678800501e-15,4.440892098500626e-16,-4.440892098500626e-16,-4.4200754167889045e-15
-2.2030377522241906e-11,2.842170943040401e-14,-3.552713678800501e-15,4.440892098500626e-16,4.440892098500626e-15,-2.2551405187698492e-15
-6.464517809945391e-11,-2.842170943040401e-14,-3.552713678800501e-15,-4.440892098500626e-16,1.1102230246251565e-15,-1.366962099069724e-15
-3.4141578453272814e-12,0.0,0.0,-4.440892098500626e-16,1.1102230246251565e-15,7.424616477180734e-16
-5.8051341511600185e-11,7.105427357601002e-14,-7.105427357601002e-15,0.0,4.440892098500626e-16,4.85722573273506e-17
-1.0867751143450732e-10,1.4210854715202004e-14,0.0,-4.440892098500626e-16,0.0,-6.730727086790012e-16
9.450218385609332e-13,1.9753088054130785e-12,-3.339550858072471e-13,-5.233591338082988e-13,-6.394884621840902e-14,-3.837208328860697e-15
-5.149658477421326e-11,9.094947017729282e-13,-1.6342482922482304e-13,-1.9118040484045196e-13,-1.4099832412739488e-14,-2.095545958979983e-15
-7.766232101857895e-11,3.453237695794087e-12,-7.034373084024992e-13,-8.975042931069765e-13,1.226796442210798e-13,-5.322131624296844e-15
-6.17319528828375e-11,-1.7337242752546445e-12,3.836930773104541e-13,2.5579538487363607e-13,-4.363176486776865e-14,2.005340338229189e-15
-7.137401780710206e-12,-3.481659405224491e-12,6.608047442568932e-13,2.6423307986078726e-13,-6.084022174945858e-14,1.97758476261356e-15
-6.425437959478586e-11,-1.5774048733874224e-12,3.339550858072471e-13,4.3076653355456074e-14,-1.6431300764452317e-14,-9.506284648352903e-16
1.5653256468795007e-11,1.7905676941154525e-12,-4.263256414560601e-13,3.397282455352979e-14,1.0769163338864018e-14,-8.534839501805891e-16
4.89563944938709e-12,1.1979750524915289e-11,-2.6574298317427747e-12,7.389644451905042e-13,3.164135620181696e-14,-5.662137425588298e-15
-4.666134145736578e-11,1.9468870959826745e-12,-4.831690603168681e-13,1.6253665080512292e-13,7.771561172376096e-16,8.534839501805891e-16
-6.181366529744992e-11,6.409095476556104e-12,-1.4921397450962104e-12,4.318767565791859e-13,1.0436096431476471e-14,-3.3861802251067274e-15
3.040412366317469e-11,-6.821210263296962e-12,1.6697754290362354e-12,-2.993161274389422e-13,-2.7478019859472624e-14,3.941291737419306e-15
-4.3218761902608094e-11,-1.7195134205394424e-12,4.121147867408581e-13,2.731148640577885e-14,-1.5265566588595902e-14,-4.85722573273506e-16
-4.8331116886402015e-11,5.968558980384842e-13,-1.7763568394002505e-13,-4.9960036108132044e-14,1.2823075934420558e-14,-9.020562075079397e-17
1.0016165674642252e-10,-2.2737367544323206e-13,5.684341886080802e-14,-6.572520305780927e-14,5.9396931817445875e-15,3.1086244689504383e-15
8.646949822832539e-11,-2.8421709430404007e-13,7.105427357601002e-14,-1.3322676295501878e-13,1.2712053631958042e-14,3.4416913763379853e-15
7.273115443240386e-11,-8.526512829121202e-14,7.105427357601002e-15,-2.3092638912203256e-14,1.6653345369377348e-16,-1.2351231148954867e-15
-6.160050247672189e-11,4.263256414560601e-14,0.0,-5.3290705182007514e-14,9.43689570931383e-16,1.2212453270876722e-15
-1.595417131738941e-10,4.263256414560601e-14,0.0,-1.305622276959184e-13,3.885780586188048e-16,-2.8449465006019636e-16
-1.1754863749047217e-10,-2.842170943040401e-14,1.4210854715202004e-14,-1.0436096431476471e-14,7.771561172376096e-16,5.551115123125783e-17
8.692779829289066e-11,0.0,7.105427357601002e-15,-4.440892098500626e-15,1.3877787807814457e-16,1.1102230246251565e-16
2.2438939595303964e-11,7.105427357601002e-14,-1.4210854715202004e-14,0.0,-2.498001805406602e-16,-3.885780586188048e-16
1.035047603181738e-10,-2.842170943040401e-14,7.105427357601002e-15,0.0,1.304512053934559e-15,-6.036837696399289e-16
-2.134967758138373e-10,1.4210854715202004e-14,0.0,2.6645352591003757e-15,1.0269562977782698e-15,-1.6861512186494565e-15
1.5202061831587343e-11,4.263256414560601e-14,0.0,-2.6645352591003757e-15,-8.049116928532385e-16,-1.672273430841642e-15
9.027800729199953e-11,-4.263256414560601e-14,7.105427357601002e-15,-1.1102230246251565e-15,2.220446049250313e-16,-1.2212453270876722e-15
-1.375610736431554e-11,-4.263256414560601e-14,0.0,0.0,1.4988010832439613e-15,-3.101685575046531e-15
-4.7560178018102306e-11,2.842170943040401e-14,-7.105427357601002e-15,-8.881784197001252e-16,-1.1102230246251565e-15,4.85722573273506e-17
-4.803268893738277e-11,1.4210854715202004e-14,-7.105427357601002e-15,4.440892098500626e-16,9.992007221626409e-16,-2.5673907444456745e-16
3.623057409640751e-11,-2.842170943040401e-14,-7.105427357601002e-15,8.881784197001252e-16,4.440892098500626e-16,4.163336342344337e-16
1.1872458571815514e-10,0.0,-7.105427357601002e-15,0.0,5.551115123125783e-17,1.4710455076283324e-15
-1.5631052008302504e-10,-1.4210854715202004e-14,-2.1316282072803006e-14,-6.661338147750939e-16,-7.771561172376096e-16,7.216449660063518e-16
8.071765478234738e-12,0.0,1.4210854715202004e-14,-6.661338147750939e-16,-7.771561172376096e-16,1.1518563880486e-15
1.234674584793538e-10,2.4158453015843406e-13,-1.1368683772161603e-13,2.6201263381153694e-14,1.8207657603852567e-14,1.6639467581569534e-14
8.730260958600411e-11,2.8421709430404007e-13,-1.3500311979441904e-13,2.930988785010413e-14,2.1538326677728037e-14,1.8283985436795547e-14
5.2668980288217426e-11,2.842170943040401e-14,-2.842170943040401e-14,5.551115123125783e-15,4.218847493575595e-15,4.350686477749832e-15
-2.48334686148155e-11,8.526512829121202e-14,-4.263256414560601e-14,1.0436096431476471e-14,8.326672684688674e-15,7.202571872255703e-15
3.673861215247598e-11,3.836930773104541e-13,-1.9895196601282805e-13,4.5075054799781356e-14,3.186340080674199e-14,2.7568225480223418e-14
3.1654678878112463e-11,0.0,7.105427357601002e-15,1.3322676295501878e-15,-2.4424906541753444e-15,-1.3600232051658168e-15
2.021849354605365e-11,2.7000623958883807e-13,-1.6342482922482304e-13,3.530509218307998e-14,2.4646951146678475e-14,1.8839096949108125e-14
-1.2533973858808167e-10,-1.7763568394002505e-13,1.2079226507921703e-13,-1.709743457922741e-14,-1.554312234475219e-14,-1.2816137040516651e-14
-5.788258761185716e-11,-9.947598300641403e-14,4.973799150320701e-14,-1.1546319456101628e-14,-7.549516567451064e-15,-5.745404152435185e-15
1.4701662109928293e-10,-7.105427357601002e-14,1.4210854715202004e-14,-6.661338147750939e-16,-2.1094237467877974e-15,-9.992007221626409e-16
-4.347988635799993e-11,9.947598300641403e-14,-6.394884621840902e-14,1.4876988529977098e-14,1.1102230246251565e-14,8.076872504148014e-15
-7.603695451052772e-11,3.552713678800501e-14,-2.1316282072803006e-14,6.661338147750939e-15,3.774758283725532e-15,2.4216739724636227e-15
7.918998790046317e-11,7.105427357601002e-14,-3.552713678800501e-14,4.440892098500626e-16,4.218847493575595e-15,2.366162821232365e-15
8.996714484510449e-11,1.2789769243681803e-13,-8.526512829121202e-14,1.2212453270876722e-14,1.021405182655144e-14,6.83481049534862e-15
-3.4017233474514796e-12,1.0658141036401503e-13,-2.1316282072803006e-14,3.9968028886505635e-15,5.329070518200751e-15,3.406996906818449e-15
9.280043400394788e-11,0.0,7.105427357601002e-15,1.9984014443252818e-15,-1.1102230246251565e-15,-6.661338147750939e-16
5.552180937229423e-11,-2.8421709430404007e-13,1.9184653865522705e-13,-3.6637359812630166e-14,-2.531308496145357e-14,-1.3884726701718364e-14
-1.1198597604789029e-10,3.268496584496461e-13,-1.9895196601282805e-13,4.1744385725905886e-14,2.7755575615628914e-14,1.4134526882259024e-14
-3.307221163595386e-11,1.4921397450962104e-13,-9.237055564881302e-14,2.220446049250313e-14,1.354472090042691e-14,6.265821195228227e-15
1.7267076657390135e-11,2.1316282072803006e-13,-1.4921397450962104e-13,2.6645352591003757e-14,1.9317880628477724e-14,9.325873406851315e-15
-9.348877227921548e-11,-2.5579538487363607e-13,1.7763568394002505e-13,-3.530509218307998e-14,-2.5979218776228663e-14,-1.1331213745080504e-14
1.0099032721200274e-10,2.4158453015843406e-13,-1.6342482922482304e-13,3.241851231905457e-14,2.2870594307278225e-14,9.110767695830191e-15
-6.403499952511993e-11,2.1316282072803006e-13,-1.8474111129762605e-13,3.9968028886505635e-14,2.3092638912203256e-14,8.680556273787943e-15
-5.99373883858334e-11,6.536993168992922e-13,-4.618527782440651e-13,8.948397578478762e-14,6.128431095930864e-14,2.243344399133207e-14
-8.042366772542664e-11,7.105427357601002e-15,-7.105427357601002e-15,3.1086244689504383e-15,6.661338147750939e-16,2.0816681711721685e-16
2.2522428366755776e-11,1.7763568394002505e-13,-1.3500311979441904e-13,2.6201263381153694e-14,1.7541523789077473e-14,5.641320743876577e-15
-3.640288070982933e-11,2.984279490192421e-13,-2.5579538487363607e-13,4.75175454539567e-14,3.3084646133829665e-14,9.58955137519979e-15
1.1701439817102255e-10,-2.2026824808563106e-13,-2.7071678232459817e-12,-5.950795411990839e-14,-2.3314683517128287e-14,-6.168676680573526e-15
1.8898038689485475e-10,5.968558980384842e-13,6.565414878423326e-12,1.4721557306529576e-13,6.106226635438361e-14,1.494637746901617e-14
-1.2102674418201786e-10,-2.4868995751603507e-13,-2.7284841053187847e-12,-6.661338147750939e-14,-2.8199664825478976e-14,-6.175615574477433e-15
1.0238876413382059e-10,-1.5631940186722204e-13,-1.3855583347321954e-12,-3.397282455352979e-14,-1.509903313490213e-14,-3.066991105526995e-15
-3.163913575576771e-11,-7.531752999057062e-13,-1.0032863428932615e-11,1.8496315590255108e-13,-8.237854842718662e-14,-1.3884726701718364e-14
5.28177501735172e-11,6.608047442568932e-13,8.455458555545192e-12,-1.432187701766452e-13,6.972200594645983e-14,1.013772399360846e-14
4.956035581926699e-13,6.394884621840902e-14,-4.440892098500626e-12,-1.5987211554602254e-14,9.769962616701378e-15,1.0824674490095276e-15
-7.251454992029949e-11,-1.4921397450962104e-13,7.347011887759436e-12,1.7319479184152442e-14,-1.6653345369377348e-14,-1.6375789613221059e-15
-2.3020252370997696e-11,-7.673861546209082e-13,8.810729923425242e-13,-1.5010215292932116e-13,-8.548717289613705e-14,-5.80785419757035e-15
-5.127809288296703e-11,-1.5631940186722204e-13,1.7053025658242404e-13,-3.8191672047105385e-14,-1.7763568394002505e-14,-7.632783294297951e-16
7.47330530792567e-11,1.4210854715202004e-14,-2.842170943040401e-14,8.43769498715119e-15,1.5543122344752192e-15,6.245004513516506e-17
-5.710010242410135e-11,5.115907697472721e-13,-5.968558980384842e-13,1.0746958878371515e-13,5.595524044110789e-14,-3.5388358909926865e-16
-8.830600140008471e-11,-1.5276668818842154e-12,1.8260948309034575e-12,-3.04867242562068e-13,-1.6697754290362354e-13,5.259681579161679e-15
-4.186886948254198e-11,4.263256414560601e-13,-5.329070518200751e-13,8.637535131583718e-14,4.8405723873656825e-14,-2.8033131371785203e-15
-1.9264981276911897e-10,-4.476419235288631e-13,5.329070518200751e-13,-9.525713551283843e-14,-4.929390229335695e-14,4.003741782554471e-15
-7.94305177187482e-11,-1.4921397450962104e-13,1.6342482922482304e-13,-3.086420008457935e-14,-1.554312234475219e-14,1.7694179454963432e-15
8.862738321013808e-11,1.0018652574217413e-12,-1.2079226507921703e-12,2.036149027162537e-13,1.0791367799356522e-13,-1.4384327062799684e-14
-1.465830790081668e-10,4.760636329592671e-13,3.055333763768431e-13,-4.796163466380676e-14,-2.708944180085382e-14,4.274358644806853e-15
-1.0611533873827739e-10,-6.536993168992922e-13,1.0444978215673473e-12,-1.794120407794253e-13,-9.281464485866309e-14,1.6944778913341452e-14
-9.909673082120207e-11,2.842170943040401e-14,-2.842170943040401e-14,1.0436096431476471e-14,1.7763568394002505e-15,-6.869504964868156e-16
8.129030781844904e-11,3.694822225952521e-13,-6.181721801112872e-13,1.0746958878371515e-13,5.1958437552457326e-14,-1.2247147740396258e-14
-4.103395401244825e-11,-5.186961971048731e-13,8.384404281969182e-13,-1.4654943925052066e-13,-7.194245199571014e-14,1.8533785617336207e-14
6.098527238762586e-11,-2.7000623958883807e-13,4.334310688136611e-13,-7.505107646466058e-14,-3.6415315207705135e-14,1.0456913113188193e-14
-1.3445172752923895e-10,-2.6290081223123707e-13,4.334310688136611e-13,-7.149836278586008e-14,-3.597122599785507e-14,1.1393663790215669e-14
9.195894046243325e-12,-5.826450433232822e-13,9.308109838457312e-13,-1.6853185513809876e-13,-7.72715225139109e-14,2.5993096564036478e-14
-6.501588156737625e-11,-7.105427357601002e-14,7.815970093361102e-14,-1.4876988529977098e-14,-8.881784197001252e-15,2.8449465006019636e-15
-4.008121612386617e-11,3.552713678800501e-14,-4.973799150320701e-14,2.220446049250313e-16,3.9968028886505635e-15,-1.5543122344752192e-15
1.159450313537036e-11,-2.842170943040401e-14,4.263256414560601e-14,-1.021405182655144e-13,-3.552713678800501e-15,1.9567680809018384e-15
-2.1457363663657247e-11,-1.7053025658242404e-13,2.6290081223123707e-13,-4.5075054799781356e-14,-2.1760371282653068e-14,9.658940314238862e-15
1.1112100128940483e-10,7.105427357601002e-14,-9.947598300641403e-14,1.3988810110276972e-14,8.43769498715119e-15,-3.698430450782553e-15
1.5452472634791548e-10,5.684341886080802e-14,-8.526512829121202e-14,1.6209256159527285e-14,7.549516567451064e-15,-4.1494585545365226e-15
2.8200386470444982e-11,7.105427357601002e-15,-1.4210854715202004e-14,-4.1744385725905886e-14,8.881784197001252e-16,-8.534839501805891e-16
-1.728885923313328e-10,7.105427357601002e-15,1.4210854715202004e-14,1.2878587085651816e-14,0.0,3.8163916471489756e-16
1.3642864615803774e-11,0.0,0.0,-8.881784197001252e-15,0.0,6.938893903907228e-18
1.1388812115598057e-10,-7.105427357601002e-15,-3.552713678800501e-14,-2.4424906541753444e-15,4.440892098500626e-16,2.7755575615628914e-17
3.539080140058104e-11,7.105427357601002e-15,7.105427357601002e-15,2.220446049250313e-16,0.0,-2.42861286636753e-16
9.48665590527753e-11,7.105427357601002e-15,-7.105427357601002e-15,3.774758283725532e-15,0.0,4.163336342344337e-17
-7.644107569149128e-12,0.0,7.105427357601002e-15,2.220446049250313e-15,0.0,3.885780586188048e-16
6.7621463983869035e-12,7.105427357601002e-15,2.1316282072803006e-14,0.0,4.440892098500626e-16,1.1102230246251565e-16
1.1349632345059035e-10,7.105427357601002e-15,7.105427357601002e-15,-2.6645352591003757e-15,-4.440892098500626e-16,3.7470027081099033e-16
-4.7049031337564884e-11,7.105427357601002e-15,-1.4210854715202004e-14,-9.769962616701378e-15,8.881784197001252e-16,-6.314393452555578e-16
-2.5919710822108755e-11,2.1316282072803006e-14,-7.105427357601002e-15,-1.9539925233402755e-14,4.440892098500626e-16,-1.0824674490095276e-15
-4.9102055754701723e-11,0.0,-7.105427357601002e-15,-4.218847493575595e-15,0.0,1.6653345369377348e-16
5.863753926860227e-12,0.0,-2.842170943040401e-14,-1.4876988529977098e-14,4.440892098500626e-16,-4.85722573273506e-17
-1.0400569294688466e-12,-7.105427357601002e-15,2.1316282072803006e-14,-2.731148640577885e-14,4.440892098500626e-16,-5.48172618408671e-16
4.1946446316387664e-11,2.1316282072803006e-14,-2.842170943040401e-14,-1.3766765505351941e-14,4.440892098500626e-16,1.5959455978986625e-16
6.991918155563326e-11,1.4210854715202004e-14,0.0,1.9984014443252818e-15,4.440892098500626e-16,3.122502256758253e-16
1.6129586555280184e-10,1.4210854715202004e-14,-1.4210854715202004e-14,-1.0880185641326534e-14,-4.440892098500626e-16,1.5959455978986625e-16
8.416733976446267e-11,7.105427357601002e-15,-2.1316282072803006e-14,-1.3100631690576847e-14,0.0,-2.0122792321330962e-16
7.155254166946179e-11,1.4210854715202004e-14,-2.842170943040401e-14,-2.220446049250313e-16,-8.881784197001252e-16,3.677613769070831e-16
-7.30349114519413e-11,0.0,1.4210854715202004e-14,-8.881784197001252e-16,0.0,-1.0200174038743626e-15
-9.088108043897591e-11,0.0,-2.1316282072803006e-14,3.9968028886505635e-15,0.0,7.563394355258879e-16
3.2374103398069565e-11,1.4210854715202004e-14,-7.105427357601002e-15,1.4876988529977098e-14,0.0,2.706168622523819e-16
-3.510880475232625e-11,0.0,-7.105427357601002e-15,8.43769498715119e-15,-4.440892098500626e-16,4.85722573273506e-16
1.666577986725315e-11,-7.105427357601002e-15,0.0,-1.4210854715202004e-14,0.0,-1.2559397966072083e-15
6.035438815388261e-11,2.842170943040401e-14,-7.105427357601002e-15,2.1760371282653068e-14,0.0,-1.942890293094024e-16
-9.42828037864274e-11,0.0,1.4210854715202004e-14,-2.0872192862952943e-14,0.0,-1.734723475976807e-16
-3.8479441855088226e-11,-1.4210854715202004e-14,-1.4210854715202004e-14,-2.1316282072803006e-14,0.0,-1.2836953722228372e-15
1.674216321134736e-11,0.0,7.105427357601002e-15,-1.4876988529977098e-14,-4.440892098500626e-16,-1.0130785099704553e-15
7.564260329218087e-11,2.842170943040401e-14,-1.4210854715202004e-14,-1.3322676295501878e-15,4.440892098500626e-16,2.0122792321330962e-16
-2.0742518813676725e-11,0.0,-2.842170943040401e-14,-1.509903313490213e-14,0.0,1.3877787807814457e-17
-3.490185918053612e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,8.396061623727746e-16
-1.2023448903164535e-10,0.0,-1.4210854715202004e-14,1.5987211554602254e-14,4.440892098500626e-16,-2.2898349882893854e-16
-2.4558133304708463e-11,1.4210854715202004e-14,1.4210854715202004e-14,-3.3306690738754696e-15,4.440892098500626e-16,-1.734723475976807e-17
4.5565329287455825e-11,1.4210854715202004e-14,7.105427357601002e-15,-1.4654943925052066e-14,-4.440892098500626e-16,-1.734723475976807e-17
2.971844992316619e-12,1.4210854715202004e-14,-2.1316282072803006e-14,-6.439293542825908e-15,4.440892098500626e-16,1.321859288694327e-15
-3.3573144264664734e-13,1.4210854715202004e-14,1.4210854715202004e-14,4.440892098500626e-15,0.0,-2.983724378680108e-16
3.0537350426129706e-11,1.4210854715202004e-14,-2.1316282072803006e-14,-1.1546319456101628e-14,4.440892098500626e-16,4.0592529337857286e-16
5.95719029661268e-11,-1.4210854715202004e-14,-1.4210854715202004e-14,1.1102230246251565e-15,4.440892098500626e-16,-5.967448757360216e-16
1.269988558760815e-10,0.0,-7.105427357601002e-15,4.440892098500626e-16,-4.440892098500626e-16,1.6653345369377348e-16
-1.1795364684985543e-10,0.0,2.1316282072803006e-14,-2.220446049250313e-15,0.0,-5.93275428784068e-16
3.1247893161889806e-11,-1.4210854715202004e-14,0.0,-2.886579864025407e-15,-4.440892098500626e-16,-1.1726730697603216e-15
8.820499886041944e-11,-1.4210854715202004e-14,2.842170943040401e-14,-6.217248937900877e-15,4.440892098500626e-16,4.2327252813834093e-16
1.254552017826427e-10,2.842170943040401e-14,-7.105427357601002e-15,2.6645352591003757e-15,-4.440892098500626e-16,-2.42861286636753e-17
-9.07718344933528e-12,0.0,1.4210854715202004e-14,3.774758283725532e-15,0.0,9.367506770274758e-17
-4.8189008339249995e-11,0.0,0.0,1.021405182655144e-14,-4.440892098500626e-16,-1.0755285551056204e-15
-2.9309887850104133e-12,-2.842170943040401e-14,1.4210854715202004e-14,4.6629367034256575e-15,2.220446049250313e-16,3.0531133177191805e-16
5.222489107836736e-12,0.0,0.0,7.549516567451064e-15,4.440892098500626e-16,-1.942890293094024e-16
5.3649529263566365e-11,-2.842170943040401e-14,-7.105427357601002e-15,-3.1086244689504383e-15,0.0,3.3306690738754696e-16
4.154898647357186e-11,-2.842170943040401e-14,1.4210854715202004e-14,9.992007221626409e-15,-2.220446049250313e-16,-1.1796119636642288e-16
1.8779289234771568e-10,4.263256414560601e-14,0.0,1.554312234475219e-14,0.0,7.875644580934704e-16
-4.6277648380055325e-11,2.842170943040401e-14,-7.105427357601002e-15,1.7763568394002505e-15,-4.440892098500626e-16,-3.5041414214731503e-16
-6.558309451065725e-11,0.0,0.0,-8.881784197001252e-16,2.220446049250313e-16,-3.191891195797325e-16
-1.389288684094936e-10,1.4210854715202004e-14,-2.842170943040401e-14,-2.531308496145357e-14,0.0,-1.3530843112619095e-16
-4.742872761198669e-11,0.0,0.0,3.1086244689504383e-15,4.440892098500626e-16,1.1726730697603216e-15
-9.661960120865842e-11,-1.4210854715202004e-14,-7.105427357601002e-15,-1.5543122344752192e-15,-2.220446049250313e-16,-2.0816681711721685e-16
-2.4416735300292203e-10,1.4210854715202004e-14,0.0,-1.9984014443252818e-15,-4.440892098500626e-16,8.187894806610529e-16
9.892531238619995e-11,0.0,7.105427357601002e-15,-8.881784197001252e-16,4.440892098500626e-16,-1.0061396160665481e-15
-8.193978828785475e-11,-1.4210854715202004e-14,-1.4210854715202004e-14,-3.552713678800501e-15,2.220446049250313e-16,2.8345381597461028e-15
3.2812863537401427e-11,1.4210854715202004e-14,7.105427357601002e-15,4.440892098500626e-16,0.0,2.463307335887066e-16
-1.0034995057139895e-10,0.0,-7.105427357601002e-15,1.3322676295501878e-15,-4.440892098500626e-16,1.8041124150158794e-16
-3.5342395676707383e-11,0.0,7.105427357601002e-15,-8.881784197001252e-16,-2.220446049250313e-16,3.122502256758253e-17
1.460378484807734e-10,0.0,7.105427357601002e-15,1.7763568394002505e-15,-2.220446049250313e-16,1.231653667943533e-15
-9.020695301842352e-11,2.842170943040401e-14,0.0,-3.552713678800501e-15,-2.220446049250313e-16,2.2898349882893854e-16
1.6999379681692517e-10,4.263256414560601e-14,-7.105427357601002e-15,8.881784197001252e-16,6.661338147750939e-16,9.020562075079397e-17
-1.2784795444531483e-10,2.842170943040401e-14,-1.4210854715202004e-14,3.1086244689504383e-15,4.440892098500626e-16,-1.7312540290248535e-15
-1.8876278318202822e-10,0.0,-7.105427357601002e-15,-1.1102230246251565e-15,0.0,1.7104373473131318e-15
6.930989115971897e-11,1.4210854715202004e-14,7.105427357601002e-15,6.661338147750939e-15,0.0,-1.2888995426507677e-15
7.547384939243784e-11,0.0,1.4210854715202004e-14,-2.6645352591003757e-15,2.220446049250313e-16,4.926614671774132e-16
-9.964296054931765e-11,1.4210854715202004e-14,7.105427357601002e-15,-4.440892098500626e-16,6.661338147750939e-16,3.469446951953614e-16
4.660449803850497e-11,0.0,-7.105427357601002e-15,2.220446049250313e-15,2.220446049250313e-16,-2.220446049250313e-16
-4.721911750493746e-11,2.842170943040401e-14,-1.4210854715202004e-14,2.886579864025407e-15,-4.440892098500626e-16,-5.048045315092509e-16
4.32756053214689e-11,-2.842170943040401e-14,7.105427357601002e-15,-2.4424906541753444e-15,0.0,2.8275992658421956e-16
1.5852208434807835e-11,-5.684341886080802e-14,1.4210854715202004e-14,6.661338147750939e-16,4.440892098500626e-16,-3.4867941867133823e-16
-6.193090484885033e-11,2.842170943040401e-14,7.105427357601002e-15,4.6629367034256575e-15,6.661338147750939e-16,3.469446951953614e-18
-1.0951595186270424e-10,0.0,0.0,-1.3322676295501878e-15,-6.661338147750939e-16,-8.673617379884035e-17
9.520917387817462e-11,0.0,-1.4210854715202004e-14,-5.595524044110789e-14,6.661338147750939e-16,1.1518563880486e-15
3.455369324001367e-11,0.0,2.1316282072803006e-14,4.440892098500626e-15,0.0,5.551115123125783e-16
-1.0800249583553523e-10,2.842170943040401e-14,-7.105427357601002e-15,-2.9753977059954195e-14,4.440892098500626e-16,-8.396061623727746e-16
-2.2886581518832827e-11,0.0,-7.105427357601002e-15,-8.348877145181177e-14,2.220446049250313e-16,-1.1015494072452725e-15
7.738520935163251e-11,2.842170943040401e-14,0.0,3.552713678800501e-15,0.0,5.93275428784068e-16
1.4228618283596006e-11,0.0,-2.842170943040401e-14,-2.4868995751603507e-14,-2.220446049250313e-16,1.2906342661267445e-15
-8.587974775764451e-11,-2.842170943040401e-14,-1.4210854715202004e-14,0.0,0.0,1.942890293094024e-16
8.171241461241152e-11,-2.842170943040401e-14,7.105427357601002e-15,2.0872192862952943e-14,4.440892098500626e-16,8.673617379884035e-16
2.0797585875698132e-11,-2.842170943040401e-14,-7.105427357601002e-15,-4.884981308350689e-15,0.0,4.874572967494828e-16
4.312994406063808e-12,5.684341886080802e-14,0.0,-4.884981308350689e-15,0.0,5.377642775528102e-17
-1.765627644090273e-10,2.842170943040401e-14,-2.1316282072803006e-14,-6.217248937900877e-15,0.0,7.589415207398531e-16
5.523403956431139e-11,2.842170943040401e-14,-2.842170943040401e-14,7.327471962526033e-15,0.0,-3.2526065174565133e-16
4.518341256698477e-11,-5.684341886080802e-14,7.105427357601002e-15,-4.440892098500626e-16,-2.220446049250313e-16,3.1051550219984847e-16
-2.2950530365051236e-12,2.842170943040401e-14,0.0,-3.597122599785507e-14,0.0,8.847089727481716e-17
1.5640466699551325e-10,5.684341886080802e-14,-7.105427357601002e-15,-3.108624468950438e-14,0.0,-7.832276494035284e-16
1.7493562154413667e-11,0.0,-1.4210854715202004e-14,3.1086244689504383e-15,0.0,-8.066464163292153e-17
6.81090739362844e-11,-2.842170943040401e-14,2.1316282072803006e-14,7.549516567451064e-15,2.220446049250313e-16,2.8796409701215e-16
4.056488478454412e-11,-2.842170943040401e-14,7.105427357601002e-15,6.750155989720952e-14,0.0,-4.640385298237959e-16
5.46194200978789e-11,2.842170943040401e-14,-1.4210854715202004e-14,6.661338147750939e-15,-6.661338147750939e-16,-1.3010426069826053e-17
7.624123554705875e-12,2.842170943040401e-14,-7.105427357601002e-15,-1.532107773982716e-14,4.440892098500626e-16,-3.3480163086352377e-16
3.431921413721284e-12,2.842170943040401e-14,7.105427357601002e-15,-7.549516567451064e-15,4.440892098500626e-16,-1.8995222061946038e-16
-2.871303195206565e-11,5.684341886080802e-14,-1.4210854715202004e-14,1.9317880628477724e-14,2.220446049250313e-16,6.392456008974534e-16
-1.4779288903810084e-12,0.0,-7.105427357601002e-15,2.3092638912203256e-14,0.0,6.977925182116707e-16
4.8686388254282065e-11,-2.842170943040401e-14,0.0,-6.661338147750939e-15,-2.220446049250313e-16,-5.898059818321144e-17
